Index,DEPTH(ft),WOB(klbf),TORQUE(kft.lbf),SPP(psi),RPM(1/min),ROP(ft/h),"Fow Rate, gpm ","UCS, psi"
1895,7159,21.458,10.496,2640.049,129.872,51.306,665.241,10002.854
1896,7160,21.514,10.507,2639.512,129.879,51.302,665.353,10279.374
1897,7161,21.568,10.517,2639.014,129.886,51.308,665.464,10398.989
1898,7162.5,21.649,10.535,2638.344,129.895,51.309,665.602,10350.94
1899,7163,21.676,10.541,2638.208,129.899,51.305,665.631,10335.095
1900,7163.5,21.703,10.547,2638.191,129.905,51.3,665.659,10326.814
1901,7165.5,21.813,10.569,2638.61,129.922,51.273,665.763,10412.24
1902,7167,21.894,10.583,2638.983,129.925,51.244,665.835,10603.944
1903,7167.5,21.921,10.587,2639.112,129.927,51.237,665.857,10656.144
1904,7168.5,21.973,10.595,2639.358,129.932,51.219,665.904,10774.3
1905,7169,21.999,10.598,2639.486,129.934,51.206,665.927,10910.409
1906,7169.5,22.026,10.601,2639.623,129.934,51.19,665.949,11042.142
1907,7171.5,22.135,10.613,2640.249,129.932,51.149,666.036,11350.515
1908,7174,22.277,10.633,2641.15,129.954,51.126,666.131,11824.817
1909,7175,22.334,10.641,2641.58,129.973,51.12,666.159,11865.412
1910,7176.5,22.42,10.65,2642.307,129.997,51.111,666.192,11886.829
1911,7177.5,22.48,10.655,2642.832,130.008,51.091,666.207,11875.592
1912,7179,22.573,10.66,2643.663,130.021,51.029,666.223,11739.628
1913,7179.5,22.604,10.66,2643.943,130.028,51.011,666.229,11623.668
1914,7180,22.634,10.66,2644.203,130.033,50.993,666.238,11503.356
1915,7181,22.69,10.66,2644.653,130.033,50.959,666.267,11350.181
1916,7182.5,22.765,10.659,2644.975,130,50.895,666.313,11256.875
1917,7184.5,22.859,10.656,2645.359,129.94,50.839,666.358,10593.755
1918,7187,22.974,10.653,2646.229,129.869,50.742,666.406,9674.612
1919,7187.5,22.998,10.652,2646.62,129.853,50.719,666.414,9502.584
1920,7188.5,23.048,10.652,2647.376,129.817,50.667,666.411,9165.283
1921,7189,23.073,10.652,2647.731,129.8,50.637,666.405,9000.787
1922,7189.5,23.099,10.652,2648.073,129.784,50.606,666.402,8839.452
1923,7191.5,23.179,10.65,2649.114,129.707,50.499,666.399,8244.985
1924,7192,23.183,10.645,2649.343,129.687,50.482,666.399,8108.916
1925,7195.5,23.131,10.6,2650.98,129.534,49.993,666.34,7619.839
1926,7197.5,23.088,10.576,2652.28,129.458,49.589,666.255,7077.046
1927,7201,22.902,10.523,2653.597,129.278,48.856,666.063,6162.127
1928,7203.5,22.667,10.474,2652.767,129.138,48.446,665.927,5350.511
1929,7204,22.609,10.466,2652.601,129.126,48.373,665.898,5188.774
1930,7210,21.965,10.427,2649.817,129.546,48.426,665.473,4378.307
1931,7211,21.864,10.418,2649.284,129.756,48.461,665.399,4471.309
1932,7212,21.772,10.41,2648.722,129.995,48.474,665.324,4613.21
1933,7214,21.612,10.386,2647.468,130.595,48.446,665.177,5224.516
1934,7215,21.54,10.371,2646.784,130.924,48.413,665.107,5567.018
1935,7219.5,21.266,10.302,2643.881,132.513,48.074,664.83,6931.951
1936,7220,21.245,10.295,2643.696,132.698,48.026,664.797,7060.947
1937,7221,21.212,10.28,2643.317,133.065,47.941,664.72,7309.94
1938,7222.5,21.168,10.262,2642.743,133.623,47.834,664.6,7687.81
1939,7224,21.132,10.241,2642.141,134.17,47.759,664.485,7877.897
1940,7225,21.114,10.225,2641.712,134.53,47.71,664.412,7945.352
1941,7226,21.099,10.208,2641.26,134.881,47.619,664.342,8116.152
1942,7226.5,21.085,10.198,2641.034,135.051,47.557,664.306,8154.956
1943,7227,21.064,10.188,2640.805,135.222,47.484,664.271,8084.943
1944,7228.5,20.965,10.149,2640.314,135.744,47.296,664.163,8051.785
1945,7230,20.82,10.096,2639.899,136.284,47.244,664.034,8005.854
1946,7230.5,20.764,10.076,2639.768,136.464,47.251,663.987,8000.744
1947,7231,20.707,10.058,2639.641,136.649,47.263,663.941,8002.367
1948,7232.5,20.549,10.009,2639.228,137.244,47.315,663.797,8028.647
1949,7233,20.493,9.99,2639.026,137.454,47.344,663.75,8033.127
1950,7233.5,20.431,9.969,2638.772,137.654,47.389,663.706,8030.428
1951,7236,20.023,9.842,2637.638,138.44,47.655,663.542,7769.973
1952,7239,19.28,9.648,2636.871,138.98,48.037,663.381,7673.892
1953,7240.5,18.909,9.551,2636.754,139.001,48.352,663.311,7450.765
1954,7243,18.35,9.389,2636.596,138.642,48.599,663.228,6857.633
1955,7244.5,18.029,9.275,2636.584,138.22,48.619,663.216,6448.613
1956,7246,17.693,9.154,2636.544,137.641,48.557,663.215,6074.61
1957,7247,17.475,9.073,2636.501,137.247,48.496,663.216,6095.159
1958,7248,17.251,8.994,2636.435,136.849,48.45,663.217,6174.565
1959,7248.5,17.136,8.954,2636.394,136.647,48.431,663.218,6231.015
1960,7249,17.02,8.914,2636.348,136.441,48.414,663.219,6294.047
1961,7254,15.743,8.512,2635.721,134.404,48.467,663.233,7508.659
1962,7257.5,14.721,8.245,2635.352,133.101,48.545,663.245,8693.636
1963,7258,14.568,8.208,2635.308,132.92,48.556,663.247,8742.796
1964,7259.5,14.117,8.097,2635.195,132.375,48.597,663.253,8766.042
1965,7260,13.968,8.06,2635.164,132.193,48.641,663.264,8758.569
1966,7264.5,12.579,7.733,2632.366,130.517,49.602,663.541,8789.669
1967,7265.5,12.251,7.661,2631.678,130.129,49.828,663.602,8789.296
1968,7268.5,11.308,7.445,2629.7,129.169,50.492,663.774,9089.728
1969,7270,10.907,7.349,2628.707,128.789,50.824,663.857,9152.364
1970,7273,10.244,7.19,2626.787,128.389,51.444,664.018,9134.913
1971,7273.5,10.147,7.167,2626.477,128.362,51.541,664.042,9005.385
1972,7274.5,9.962,7.123,2625.883,128.33,51.615,664.056,8731.176
1973,7277,9.657,7.05,2626.309,128.437,51.283,663.683,8156.968
1974,7279,9.617,7.035,2628.313,128.208,51.013,663.08,7484.257
1975,7280,9.599,7.034,2629.692,127.965,50.901,662.667,7114.753
1976,7281,9.576,7.034,2631.267,127.621,50.794,662.156,6761.312
1977,7283,9.542,7.044,2634.548,126.64,50.585,660.847,6109.143
1978,7285.5,9.489,7.057,2639.342,124.986,50.277,658.807,5910.948
1979,7286,9.481,7.061,2640.663,124.597,50.236,658.367,5932.129
1980,7287,9.485,7.076,2644.034,123.771,50.22,657.47,5983.658
1981,7288,9.497,7.095,2648.317,122.895,50.326,656.599,6127.176
1982,7289.5,9.521,7.126,2655.42,121.503,50.593,655.354,6353.19
1983,7291.5,9.557,7.168,2665.957,120.048,51.065,653.747,6433.939
1984,7292.5,9.572,7.189,2671.378,119.474,51.325,652.955,6626.972
1985,7295.5,9.61,7.249,2688.064,118.142,52.14,650.616,6360.79
1986,7296.5,9.632,7.271,2693.763,117.753,52.371,649.851,6321.519
1987,7297.5,9.657,7.293,2699.527,117.388,52.524,649.095,6326.84
1988,7298,9.672,7.303,2702.443,117.214,52.6,648.722,6432.854
1989,7299,9.696,7.322,2708.789,116.873,52.756,647.986,6471.111
1990,7300.5,9.725,7.347,2719.182,116.387,53.008,646.918,6515.681
1991,7308.5,10.039,7.525,2788.829,114.996,55.388,642.375,7143.023
1992,7310.5,10.193,7.596,2808.316,115.511,56.15,641.441,7103.387
1993,7313,10.393,7.69,2832.68,116.914,57.435,640.313,6734.819
1994,7313.5,10.439,7.709,2837.198,117.28,57.692,640.097,6707.1
1995,7314,10.49,7.728,2841.565,117.666,57.942,639.887,6684.377
1996,7315.5,10.636,7.778,2854.403,118.924,58.662,639.433,6433.164
1997,7318,10.813,7.828,2874.727,121.385,59.809,639.082,6249.845
1998,7318.5,10.841,7.834,2878.684,121.935,60.042,639.067,6138.212
1999,7319.5,10.904,7.845,2886.603,123.077,60.476,639.095,5904.272
2000,7323,11.141,7.888,2913.903,126.906,62.104,639.984,5697.755
2001,7323.5,11.183,7.897,2917.464,127.334,62.281,640.213,5688.58
2002,7329,11.615,7.965,2945.961,130.976,63.213,643.119,6314.337
2003,7333,11.88,7.996,2962.654,133.123,63.601,644.969,6007.865
2004,7334,11.946,8.002,2966.611,133.607,63.688,645.409,5735.032
2005,7338,12.227,8.035,2981.411,134.922,64.044,647.079,5549.622
2006,7342,12.418,8.089,2990.621,135.496,64.349,648.348,5831.781
2007,7342.5,12.437,8.097,2991.483,135.503,64.386,648.461,5834.453
2008,7344,12.495,8.122,2993.451,135.462,64.443,648.767,5831.39
2009,7344.5,12.514,8.131,2993.901,135.446,64.474,648.853,5828.435
2010,7345,12.533,8.139,2994.325,135.428,64.516,648.928,5830.682
2011,7346,12.57,8.157,2995.127,135.386,64.637,649.041,5859.774
2012,7346.5,12.587,8.166,2995.505,135.364,64.717,649.089,5892.493
2013,7351.5,12.708,8.244,2998.619,134.951,65.932,649.477,6996.439
2014,7353,12.715,8.261,2999.226,134.722,66.114,649.568,6783.893
2015,7354.5,12.727,8.284,2999.704,134.463,66.141,649.642,6494.966
2016,7356.5,12.753,8.32,3000.261,134.069,66.293,649.729,6289.368
2017,7357.5,12.776,8.34,3000.483,133.839,66.398,649.767,6424.084
2018,7358,12.792,8.35,3000.579,133.718,66.454,649.784,6546.856
2019,7360.5,12.884,8.397,3000.911,133.038,66.773,649.852,7264.983
2020,7361,12.903,8.405,3000.929,132.88,66.844,649.861,7431.889
2021,7362,12.94,8.419,3000.925,132.531,66.992,649.873,7763.073
2022,7363,12.985,8.433,3000.918,132.137,67.145,649.874,8081.781
2023,7364.5,13.073,8.458,3000.951,131.468,67.385,649.868,8559.44
2024,7366.5,13.239,8.507,3001.093,130.447,67.729,649.845,9205.506
2025,7369,13.509,8.59,3001.41,128.872,68.19,649.801,9994.058
2026,7371,13.784,8.675,3001.701,127.321,68.679,649.765,10629.614
2027,7377,14.68,8.986,2999.641,121.6,71.339,649.862,10883.224
2028,7381,15.205,9.179,2996.079,117.336,72.338,650.043,11203.791
2029,7381.5,15.27,9.203,2995.485,116.792,72.418,650.071,11242.604
2030,7382.5,15.381,9.246,2994.324,115.688,72.551,650.127,11313.369
2031,7383,15.427,9.266,2993.751,115.13,72.579,650.155,11340.718
2032,7386,15.585,9.356,2990.4,111.835,72.265,650.331,11027.461
2033,7387,15.613,9.382,2989.321,110.8,72.122,650.397,10761.87
2034,7392,15.784,9.543,2984.77,106.318,72.874,650.737,9041.868
2035,7392.5,15.811,9.563,2984.379,105.913,73.004,650.767,8877.943
2036,7394.5,15.908,9.638,2983.265,104.379,73.509,650.819,8232.578
2037,7395.5,15.943,9.669,2983.19,103.664,73.722,650.83,7883.868
2038,7398.5,15.952,9.725,2983.072,101.808,74.209,650.848,7439.821
2039,7402,15.865,9.777,2986.284,100.585,74.172,650.799,7004.988
2040,7406,15.628,9.788,2990.526,100.217,74.532,650.851,7112.894
2041,7409.5,15.493,9.805,2990.25,100.522,74.35,651.013,7520.646
2042,7410,15.457,9.803,2990.291,100.52,74.242,651.046,7510.951
2043,7411,15.375,9.794,2990.522,100.527,74.027,651.097,7485.978
2044,7412.5,15.227,9.776,2990.893,100.57,73.709,651.141,7479.453
2045,7413,15.173,9.769,2991.019,100.598,73.6,651.155,7484.941
2046,7413.5,15.118,9.762,2991.145,100.635,73.489,651.171,7504.219
2047,7414,15.06,9.754,2991.272,100.681,73.376,651.188,7541.29
2048,7414.5,15,9.745,2991.399,100.737,73.269,651.207,7595.885
2049,7415,14.936,9.735,2991.526,100.8,73.174,651.227,7660.684
2050,7415.5,14.868,9.723,2991.735,100.868,73.091,651.248,7732.22
2051,7416,14.796,9.71,2992.076,100.943,73.022,651.271,7807.584
2052,7416.5,14.72,9.697,2992.557,101.026,72.966,651.297,7884.928
2053,7417.5,14.568,9.673,2993.968,101.187,72.831,651.338,8046.313
2054,7420,14.19,9.617,2998.084,101.477,72.492,651.372,8419.522
2055,7422,13.843,9.566,3001.706,101.666,72.656,651.371,8764.563
2056,7425,13.508,9.533,3008.029,102.135,72.835,651.332,9165.711
